Date,"('S&P 500', '^GSPC')","('EUR/USD', 'EURUSD=X')"
2010-01-05,0.002400948094821223,-0.003950638851314794
2010-01-06,-0.00016451198411508283,0.002726688053969362
2010-01-07,0.0032833344827157473,-0.005908642480256188
2010-01-08,0.0021676992031577167,0.006558234409213221
2010-01-11,0.001035347756646134,0.007006759453969871
2010-01-12,-0.010135330310883057,-0.0023115529342576744
2010-01-13,0.007581572461421922,0.003342299823179252
2010-01-14,0.0017136025494756868,-0.0015744529391696254
2010-01-15,-0.011592010173147085,-0.007460521072643619
2010-01-19,0.0117122673357986,-0.007589846435103439
2010-01-20,-0.0113642704737998,-0.011943572246225989
2010-01-21,-0.0198365411449263,-0.0008650054796050728
2010-01-22,-0.023099663502047476,0.0032001386225973694
2010-01-25,0.003877675181857513,0.0007164831160053353
2010-01-26,-0.004921941719724084,-0.004719675880697103
2010-01-27,0.004158398996673312,-0.003574852744656595
2010-01-28,-0.012598009406217756,-0.004413794874222796
2010-01-29,-0.010587682921921079,-0.007185091083131607
2010-02-01,0.013455421674431159,0.004401870683041155
2010-02-02,0.012179636573264303,0.003609610809845354
2010-02-03,-0.006199234254477031,-0.005314318140368462
2010-02-04,-0.0323457399217454,-0.011213339747927778
2010-02-05,0.0021830464888881063,-0.004650849964632222
2010-02-08,-0.00961268697231269,-0.0017789007597792368
2010-02-09,0.012245957901647873,0.009367123087229373
2010-02-10,-0.00294495329994592,-0.0020128237268600252
2010-02-11,0.00892399846316279,-0.0051327432102632065
2010-02-12,-0.003458249991879627,-0.003348368496967844
2010-02-16,0.017130769664322937,0.009725277461913305
2010-02-17,0.0035191207247718776,-0.011622300345139301
2010-02-18,0.005853273861856967,-0.010666069809797613
2010-02-19,0.0014743509916525092,0.011424729306637432
2010-02-22,-0.0017562889968588185,-0.0006142455680992403
2010-02-23,-0.012886528817137196,-0.0057128800452698365
2010-02-24,0.008963635825251387,0.001270998544127222
2010-02-25,-0.00279309242480365,-0.00044821063794126
2010-02-26,0.0006945086849194486,0.007075365936273486
2010-03-01,0.00939737355166524,-0.004991575070242714
2010-03-02,0.0016178471309477732,0.004388361467362745
2010-03-03,-0.0002807743505380976,0.006008717041356619
2010-03-04,0.003019272207632884,-0.008542271810468162
2010-03-05,0.013200398929665486,0.0033862767112952095
2010-03-08,-0.0008854953041150326,-0.000805679134738099
2010-03-09,0.0010013881520336086,-0.0006551513513450431
2010-03-10,0.003804471032274454,0.0027505000958515245
2010-03-11,0.0033234904415674737,0.003154269897413831
2010-03-12,-0.0009272534420311932,0.006243559322122125
2010-03-15,-0.0002577912485025984,-0.006658431332609185
2010-03-16,0.007039131111221463,0.006735604581661558
2010-03-17,0.005094911460625142,-0.002134495189640701
2010-03-18,-0.0010357829986275902,-0.009014537906047839
2010-03-19,-0.005809310323551202,-0.005594658977220936
2010-03-22,0.004372475227241569,0.0023023933522300487
2010-03-23,0.006435493912861676,-0.007246598754751177
2010-03-24,-0.006218331759226804,-0.010143749052478411
2010-03-25,-0.002415504955267175,-0.0017181401553516419
2010-03-26,2.7566744049917083e-05,0.007787688244749814
2010-03-29,0.00495726244085956,0.005363984134985501
2010-03-30,-0.0006672254090081074,-0.00415775347583799
2010-03-31,-0.003988126189971246,0.006314683386615047
2010-04-01,0.006676570133585805,0.005687900716168871
2010-04-05,0.007186845571149388,-0.006931951216825182
2010-04-06,0.0009729950034105309,-0.006400813395195191
2010-04-07,-0.006603926839200515,-0.0039193425692721625
2010-04-08,0.0026587775589164316,0.0010280381292480122
2010-04-09,0.005951784424893174,0.010488825919413367
2010-04-12,0.0010551669852016134,0.007097866526722541
2010-04-13,-2.471783210165467e-05,0.0010048261480525196
2010-04-14,0.01037847922797012,0.003556139858665769
2010-04-15,0.0001323001192383242,-0.005937944047930572
2010-04-16,-0.016967866290485578,-0.005091926028738655
2010-04-19,0.003801256867591302,-0.001161795122485921
2010-04-20,0.007316161865132883,-0.0037968306335006393
2010-04-21,-0.0017294003076404668,-0.0032866866756303408
2010-04-22,0.0015514367711517002,-0.00891768870858125
2010-04-23,0.0063883838112797535,0.00863568442691415
2010-04-26,-0.005015588227031604,0.0013655605499513755
2010-04-27,-0.024369524050640138,-0.017270712068248727
2010-04-28,0.005732074506242402,0.003272258755958637
2010-04-29,0.012150296409351077,0.0038659257959925185
2010-04-30,-0.01749769401180479,0.002722676749775044
2010-05-03,0.012325373581323643,-0.007326177369258082
2010-05-04,-0.024837083829356708,-0.017959185354209928
2010-05-05,-0.007318225672718594,-0.011481646981252976
2010-05-06,-0.03359832451590216,-0.014221415670789855
2010-05-07,-0.016136530052845988,0.009778393908189837
2010-05-10,0.04232482027367695,0.0018929077405348013
2010-05-11,-0.0041129597904047245,-0.011671553166650417
2010-05-12,0.012936108529885986,0.0007999804319512375
2010-05-13,-0.012929383761163607,-0.007700637564073451
2010-05-14,-0.0196888652598883,-0.014461830217682716
2010-05-17,0.00039886974906994067,0.0027407975150872173
2010-05-18,-0.015007515656936216,-0.01734065815608578
2010-05-19,-0.005853352731954084,0.01753755376835949
2010-05-20,-0.04046567970970476,0.006957063964356991
2010-05-21,0.014202748713765841,0.007117757823884017
2010-05-24,-0.013701930195626218,-0.01734862525424199
2010-05-25,-0.0003560091072859353,-0.0002412142324368899
2010-05-26,-0.006386962565590165,-0.014030315849238303
2010-05-27,0.03163742789673856,0.014350643992540426
2010-05-28,-0.013161776217344299,-0.005927859945069501
2010-06-01,-0.018024237196537268,-0.003265390493291268
2010-06-02,0.024804544236404175,0.0005693463641556413
2010-06-03,0.003333308111503947,-0.005619489231180007
2010-06-04,-0.0357273259617696,-0.016358994624527997
2010-06-07,-0.014334350037654145,-0.003946323724957886
2010-06-08,0.010206383771580493,0.004189834753400721
2010-06-09,-0.0066692806138265075,0.0017454493651980906
2010-06-10,0.028369961794238414,0.009792483982226258
2010-06-11,0.003660231870679014,0.0004916006213897996
2010-06-14,-0.0025161778036952194,0.00863257892710114
2010-06-15,0.022512566726561954,0.00831196747151624
2010-06-16,-0.001265973226033923,-0.0004989577041159833
2010-06-17,0.0005723019404509078,0.005759502107808329
2010-06-18,0.00060638026651641,0.0009593609532421178
2010-06-21,-0.004574181815337389,-0.006146774367483187
2010-06-22,-0.016911108958927914,-0.0032522089273478148
2010-06-23,-0.003699823133007216,0.0036583774718184896
2010-06-24,-0.01765616707688977,0.0015715155116291049
2010-06-25,0.0021453980596069146,0.0029587028648263847
2010-06-28,-0.0027458934825929362,-0.007709515539530506
2010-06-29,-0.03221811421414741,-0.0073324263672125065
2010-06-30,-0.010874337845273778,0.0036569894549176927
2010-07-01,-0.003955597181182609,0.022514843185279132
2010-07-02,-0.005383155626240004,0.005145730184202918
2010-07-06,0.004634842015519231,0.004287478093055057
2010-07-07,0.030140139136325343,0.0007996563009982746
2010-07-08,0.008658771079719373,0.00489209701566762
2010-07-09,0.006468179894690965,-0.003872868837376494
2010-07-12,2.2749734014321297e-05,-0.004197277047660447
2010-07-13,0.014551938863634567,0.010419218258790306
2010-07-14,-0.0008650275367319161,0.001620252317953619
2010-07-15,0.0004855046844751106,0.014736413436179253
2010-07-16,-0.029952793572688614,0.00033848764985698745
2010-07-19,0.0052541857159701,0.0006620284813370783
2010-07-20,0.010641990297054277,-0.0035109078235646463
2010-07-21,-0.013612583454224704,-0.009671079501856238
2010-07-22,0.02155380395048715,0.010604805808848025
2010-07-23,0.007476536312406293,0.0008543523037828047
2010-07-26,0.010428024844791264,0.0067133252682999
2010-07-27,-0.0017597921794582864,-0.0005439155505702129
2010-07-28,-0.007655916510218614,0.00018384616493769034
2010-07-29,-0.004877176092455138,0.006662636424465664
2010-07-30,-0.000646386675739506,-0.0029105469195702715
2010-08-02,0.021073644909228268,0.010526316117771665
2010-08-03,-0.005517778513268889,0.003802419365425273
2010-08-04,0.005322994188089533,7.988325565363686e-05
2010-08-05,-0.0019792137151532383,-0.004998798256141232
2010-08-06,-0.004420799438335793,0.0018445306794090302
2010-08-09,0.004758203235467031,0.00796700844297099
2010-08-10,-0.006695165475866109,-0.0041228055256996715
2010-08-11,-0.02929328986990006,-0.00332766993122718
2010-08-12,-0.0061031502720098945,-0.026115304923812744
2010-08-13,-0.004741574584127534,-0.001024084146050394
2010-08-16,-0.0005894325832269817,-0.0045282595355798875
2010-08-17,0.011408605729409152,0.00329044011592854
2010-08-18,0.000771796614000764,0.0053724092529352785
2010-08-19,-0.017790319728835616,-0.001747322075856214
2010-08-20,-0.0043796377948578345,-0.0036928130744067356
2010-08-23,-0.004758374666491696,-0.0076009536192483676
2010-08-24,-0.015328652233929754,-0.005838203856370793
2010-08-25,0.0025740608196996202,-8.439044243514585e-05
2010-08-26,-0.008424350452830914,0.002533723270593675
2010-08-27,0.015740826531344537,0.0034287725491024203
2010-08-30,-0.01553849498502423,0.0038098653568825617
2010-08-31,-0.0003191657834458952,-0.006847069945643375
2010-09-01,0.0283678525148117,0.0017659049921714006
2010-09-02,0.008329969114796073,0.0091543553495496
2010-09-03,0.012422509921222501,0.0018739147440352067
2010-09-07,-0.012247375284706812,0.003381556696805524
2010-09-08,0.0057081756189646705,-0.014825891879028665
2010-09-09,0.004110768187058226,0.0043360494940634375
2010-09-10,0.004141661168751821,-0.0029837699056294823
2010-09-13,0.010359242731205942,0.001960204053343221
2010-09-14,-0.0014232578015452306,0.012195977380545878
2010-09-15,0.0028249999303302745,0.00933895089315224
2010-09-16,-0.0010742939277851363,0.0018743389494114144
2010-09-17,0.00011663024299396777,0.004750200641245069
2010-09-20,0.014385404017619048,-0.0023754160851447797
2010-09-21,-0.003277196992652353,0.0018423507786203752
2010-09-22,-0.005547056666390139,0.014518072488121772
2010-09-23,-0.009076124049779878,0.01013931197562553
2010-09-24,0.02026303167586975,-0.005302150804070647
2010-09-27,-0.006393437053872072,0.012018207705171959
2010-09-28,0.004128776863910089,-0.002894534025215139
2010-09-29,-0.0033009967550832204,0.009843834809270582
2010-09-30,-0.003798370578393756,0.004281999557792713
2010-10-01,0.00369683048795608,-0.0003560041995441421
2010-10-04,-0.008777270391660213,0.011381687258528204
2010-10-05,0.019936838635225565,-0.007414201458488009
2010-10-06,-0.0013821143315341173,0.011701824248901618
2010-10-07,-0.0023577594537319865,0.006282885538494664
2010-10-08,0.005393729299345578,0.0006506739180776633
2010-10-11,-0.0005640575987513849,0.003637851525949178
2010-10-12,0.0031015997922111604,-0.0069123640143219905
2010-10-13,0.006385901689620765,0.0027206003737041333
2010-10-14,-0.004357916056341519,0.0036908576139378247
2010-10-15,0.0013155490013366307,0.007552287565669526
2010-10-18,0.006507750818767735,-0.0076019896502033755
2010-10-19,-0.01671452790099333,-0.0019568257094674272
2010-10-20,0.00975919874173992,-0.014144568203730005
2010-10-21,0.0010624530808606817,0.01625729517916277
2010-10-22,0.0016765249123521433,-0.003237874005793745
2010-10-25,0.001434786274943124,0.0020302079031208325
2010-10-26,-0.0006929987297204739,0.00042854000969190395
2010-10-27,-0.0034040935111550596,-0.0067319556567532
2010-10-28,0.00041433336481799636,-0.005432715688272776
2010-10-29,-0.0011492676855068289,7.988325565363686e-05
2010-11-01,0.00023620184531452065,0.014275194384121647
2010-11-02,0.00701945219275524,-0.0045212659645724115
2010-11-03,0.0029614225717472503,0.009036746416143259
2010-11-04,0.018389420537726037,0.006557413041130973
2010-11-05,0.003205195181672866,0.0071828760643646815
2010-11-08,-0.002833093694799155,-0.010675339195897202
2010-11-09,-0.008794778412599558,-0.014674818374453905
2010-11-10,0.0036566497077867664,-0.006982488462235164
2010-11-11,-0.004961033762795639,0.0003416035940813177
2010-11-12,-0.012588650116691904,-0.011207350469975008
2010-11-15,-0.0019280611813935783,0.005365235712614662
2010-11-16,-0.01704804128662662,-0.008604865570660222
2010-11-17,-0.0004977434959507665,-0.006145107712488759
2010-11-18,0.014530699671709195,0.004772088813781564
2010-11-19,0.0018272680399719994,0.007671806228889945
2010-11-22,-0.002286492756999792,0.00643694069932397
2010-11-23,-0.015096915462488461,-0.0103388093459748
2010-11-24,0.014102831646678674,-0.01589658596902702
2010-11-26,-0.008206475296172386,-0.0034078046396119515
2010-11-29,-0.002089694137175579,-0.0075744133274146695
2010-11-30,-0.006798599482102358,-0.010101120144821807
2010-12-01,0.020676738391191288,-0.008492584653919976
2010-12-02,0.012027216288682351,0.01025227202406578
2010-12-03,0.0018899701444130073,0.006994360330782742
2010-12-06,-0.0020089659752388607,0.015099704121981607
2010-12-07,-0.0001949362874804889,-0.009586347975675407
2010-12-08,0.002985041880676327,-0.0031040241938325
2010-12-09,0.00312549969507076,0.0005435735810993195
2010-12-10,0.005273819872421798,-0.000582378704891461
2010-12-13,-0.0006615647214800434,-0.003317598685731839
2010-12-14,0.000200657812741553,0.014997825312417041
2010-12-15,-0.005845500887273892,-0.00250208281360028
2010-12-16,0.005456161832335441,-0.010221681572239268
2010-12-17,0.00012657058795457435,0.00128405032683945
2010-12-20,0.0018352275886044502,-0.005597224147575482
2010-12-21,0.005302109977848104,-0.0034945371107281704
2010-12-22,0.002663973753604128,-0.0020560370513457594
2010-12-23,-0.0023555656495431437,0.0020190410550458325
2010-12-27,-9.73742471275257e-05,-0.002644413108909045
2010-12-28,6.11427232035162e-05,0.008446641262600156
2010-12-29,0.00029875263872636867,-0.007789645923809381
2010-12-30,-0.0022192415683559264,0.010590827625443501
2010-12-31,-0.0009006915246224741,0.005862448814670679
2011-01-03,0.010541410275822893,0.004332032636659384
2011-01-04,-0.00202380852457355,-2.596808335889679e-07
2011-01-05,0.004284792202370003,-0.0026012853574762483
2011-01-06,-0.002835098242575721,-0.01232468201023836
2011-01-07,-0.002556369641020395,-0.01345857972554296
2011-01-10,-0.0020871590527583818,-0.006479390974009914
2011-01-11,0.0030083223864687016,0.005484690086582098
2011-01-12,0.00825736992691232,0.0015459193741795684
2011-01-13,-0.002422095112397853,0.011138214594946863
2011-01-14,0.006647526475362987,0.017067020295939213
2011-01-18,0.000665580394244758,-0.00512758170417857
2011-01-19,-0.01087704966532408,0.007145187433269232
2011-01-20,-0.002005682275772399,0.005593435320029218
2011-01-21,0.0017007537323219465,0.0012643560155392265
2011-01-24,0.005109431362656942,0.011266887524037981
2011-01-25,-0.0004464560983199688,0.0018792442056116958
2011-01-26,0.0035021402765415084,0.003154538054344132
2011-01-27,0.00153190718886132,0.001833202376248028
2011-01-28,-0.01872368929612134,0.0010263214468467857
2011-01-31,0.006923466060942651,-0.010933706545978
2011-02-01,0.01584590796589588,0.010421324699487679
2011-02-02,-0.0034361141313014234,0.008508097904454795
2011-02-03,0.0016415484181881844,-0.0007909959635028073
2011-02-04,0.002170227190814062,-0.014011263395833985
2011-02-07,0.005510898474014158,-0.003564923726938744
2011-02-08,0.0034661365039012,0.0013295951245546908
2011-02-09,-0.0034995369497392015,0.0026520546703583617
2011-02-10,3.932833556010481e-05,0.006957865761937778
2011-02-11,0.0047823776299479644,-0.008636003811355411
2011-02-14,0.0016722007721303369,-0.006698177892271136
2011-02-15,-0.003950038563517467,-0.002065794936599192
2011-02-16,0.005528054826912312,0.0013748546112726265
2011-02-17,0.0023610870084419975,0.005751807146586471
2011-02-18,0.0012129888500859913,0.0038064822429860483
2011-02-22,-0.02145208879239302,0.00420344490793483
2011-02-23,-0.006840598882447125,-0.0005492807879174601
2011-02-24,-0.0017047558331814,0.006664842978415363
2011-02-25,0.009785364293386221,0.0041347452373527846
2011-02-28,0.00483579607929454,-0.006133527586869609
2011-03-01,-0.016574745662997128,0.00640387157579658
2011-03-02,0.0009040140175816821,-0.0035210240624216783
2011-03-03,0.016362550707300083,0.006934156659836914
2011-03-04,-0.008115273661307217,0.006716196831240319
2011-03-07,-0.0090860991282083,0.002357732315178562
2011-03-08,0.008173277658237676,-0.0018349948325685024
2011-03-09,-0.002072515264909306,-0.004656595040536967
2011-03-10,-0.01976116434826915,0.00038570891957186447
2011-03-11,0.006345680652631123,-0.007206057008490975
2011-03-14,-0.006777580828712267,0.009690161066582008
2011-03-15,-0.011973428266784042,0.004198973370546559
2011-03-16,-0.02039736582131075,-0.0003397182058142665
2011-03-17,0.012599382359935761,-0.007194422097413847
2011-03-18,0.0035910557106073136,0.01068841139923586
2011-03-21,0.014164784058243783,0.00983811926092753
2011-03-22,-0.004266769212976667,0.003358734430558069
2011-03-23,0.0021998583865644253,-0.003368998609737367
2011-03-24,0.008587509563536882,-0.00431669674429039
2011-03-25,0.0024462671302504435,0.004745756292340607
2011-03-28,-0.0034615023713298913,-0.010268575169731686
2011-03-29,0.006325355735363131,0.0039021987647000493
2011-03-30,0.005952578754296688,0.0023070276030400746
2011-03-31,-0.002541060976913744,0.000799721848329747
