,S&P 500,EUR/USD
Ticker,^GSPC,EURUSD=X
Date,,
2010-01-05,0.003110831966759719,-0.0040305221069684306
2010-01-06,0.0005453718878234133,0.002646804798315725
2010-01-07,0.003993218354654243,-0.005988525735909824
2010-01-08,0.0028775830750962126,0.006478351153559585
2010-01-11,0.0017452316285846302,0.006926876198316234
2010-01-12,-0.00942544643894456,-0.0023914361899113113
2010-01-13,0.008291456333360418,0.0032624165675256152
2010-01-14,0.002423486421414183,-0.0016543361948232623
2010-01-15,-0.010882126301208588,-0.007540404328297255
2010-01-19,0.012422151207737096,-0.007669729690757076
2010-01-20,-0.010654386601861304,-0.012023455501879625
2010-01-21,-0.019126657272987804,-0.0009448887352587097
2010-01-22,-0.02238977963010898,0.0031202553669437325
2010-01-25,0.004587559053796009,0.0006365998603516985
2010-01-26,-0.004212057847785588,-0.00479955913635074
2010-01-27,0.004868282868611808,-0.003654736000310232
2010-01-28,-0.011888125534279259,-0.004493678129876433
2010-01-29,-0.009877799049982582,-0.007264974338785243
2010-02-01,0.014165305546369656,0.004321987427387519
2010-02-02,0.0128895204452028,0.003529727554191717
2010-02-03,-0.005489350382538535,-0.005394201396022098
2010-02-04,-0.031635856049806906,-0.011293223003581414
2010-02-05,0.0028929303608266027,-0.004730733220285858
2010-02-08,-0.008902803100374192,-0.0018587840154328738
2010-02-09,0.01295584177358637,0.009287239831575736
2010-02-10,-0.0022350694280074235,-0.002092706982513662
2010-02-11,0.009633882335101287,-0.005212626465916843
2010-02-12,-0.0027483661199411307,-0.003428251752621481
2010-02-16,0.017840653536261433,0.009645394206259669
2010-02-17,0.004229004596710374,-0.011702183600792938
2010-02-18,0.006563157733795463,-0.01074595306545125
2010-02-19,0.0021842348635910053,0.011344846050983796
2010-02-22,-0.0010464051249203224,-0.0006941288237528771
2010-02-23,-0.0121766449451987,-0.005792763300923473
2010-02-24,0.009673519697189884,0.001191115288473585
2010-02-25,-0.0020832085528651543,-0.0005280938935948968
2010-02-26,0.0014043925568579447,0.0069954826806198495
2010-03-01,0.010107257423603737,-0.005071458325896351
2010-03-02,0.0023277310028862693,0.004308478211709109
2010-03-03,0.00042910952140039855,0.005928833785702982
2010-03-04,0.00372915607957138,-0.008622155066121798
2010-03-05,0.013910282801603982,0.0033063934556415726
2010-03-08,-0.00017561143217653642,-0.0008855623903917359
2010-03-09,0.0017112720239721047,-0.0007350346069986799
2010-03-10,0.00451435490421295,0.0026706168401978876
2010-03-11,0.00403337431350597,0.003074386641760194
2010-03-12,-0.0002173695700926971,0.006163676066468489
2010-03-15,0.00045209262343589776,-0.006738314588262822
2010-03-16,0.007749014983159959,0.006655721326007922
2010-03-17,0.005804795332563638,-0.0022143784452943378
2010-03-18,-0.00032589912668909416,-0.009094421161701475
2010-03-19,-0.005099426451612706,-0.005674542232874572
2010-03-22,0.005082359099180065,0.002222510096576412
2010-03-23,0.0071453777848001715,-0.007326482010404814
2010-03-24,-0.0055084478872883084,-0.010223632308132048
2010-03-25,-0.0017056210833286789,-0.0017980234110052788
2010-03-26,0.0007374506159884132,0.007707804989096178
2010-03-29,0.005667146312798056,0.005284100879331864
2010-03-30,4.26584629303888e-05,-0.004237636731491626
2010-03-31,-0.00327824231803275,0.0062348001309614105
2010-04-01,0.007386454005524301,0.005608017460515234
2010-04-05,0.007896729443087884,-0.007011834472478819
2010-04-06,0.001682878875349027,-0.006480696650848827
2010-04-07,-0.005894042967262019,-0.003999225824925799
2010-04-08,0.0033686614308549275,0.0009481548735943754
2010-04-09,0.00666166829683167,0.01040894266375973
2010-04-12,0.0017650508571401095,0.0070179832710689045
2010-04-13,0.0006851660398368415,0.0009249428923988827
2010-04-14,0.011088363099908616,0.003476256603012132
2010-04-15,0.0008421839911768203,-0.006017827303584209
2010-04-16,-0.016257982418547083,-0.005171809284392291
2010-04-19,0.004511140739529798,-0.0012416783781395578
2010-04-20,0.008026045737071379,-0.003876713889154276
2010-04-21,-0.0010195164357019706,-0.0033665699312839777
2010-04-22,0.0022613206430901964,-0.008997571964234886
2010-04-23,0.0070982676832182495,0.008555801171260513
2010-04-26,-0.004305704355093108,0.0012856772942977386
2010-04-27,-0.023659640178701643,-0.017350595323902363
2010-04-28,0.006441958378180898,0.003192375500305
2010-04-29,0.012860180281289574,0.0037860425403388816
2010-04-30,-0.016787810139866296,0.002642793494121407
2010-05-03,0.01303525745326214,-0.007406060624911719
2010-05-04,-0.024127199957418213,-0.018039068609863564
2010-05-05,-0.006608341800780098,-0.011561530236906613
2010-05-06,-0.032888440643963665,-0.014301298926443492
2010-05-07,-0.015426646180907493,0.009698510652536201
2010-05-10,0.04303470414561544,0.0018130244848811644
2010-05-11,-0.003403075918466228,-0.011751436422304053
2010-05-12,0.013645992401824483,0.0007200971762976007
2010-05-13,-0.01221949988922511,-0.007780520819727087
2010-05-14,-0.018978981387949807,-0.014541713473336352
2010-05-17,0.0011087536210084368,0.0026609142594335804
2010-05-18,-0.01429763178499772,-0.017420541411739418
2010-05-19,-0.005143468860015588,0.017457670512705855
2010-05-20,-0.03975579583776626,0.006877180708703355
2010-05-21,0.014912632585704338,0.007037874568230381
2010-05-24,-0.012992046323687721,-0.017428508509895628
2010-05-25,0.00035387476465256084,-0.00032109748809052677
2010-05-26,-0.005677078693651669,-0.01411019910489194
2010-05-27,0.032347311768677056,0.01427076073688679
2010-05-28,-0.012451892345405802,-0.006007743200723137
2010-06-01,-0.017314353324598773,-0.003345273748944905
2010-06-02,0.02551442810834267,0.0004894631085020045
2010-06-03,0.004043191983442443,-0.005699372486833643
2010-06-04,-0.035017442089831104,-0.016438877880181633
2010-06-07,-0.013624466165715648,-0.004026206980611523
2010-06-08,0.01091626764351899,0.004109951497747085
2010-06-09,-0.005959396741888012,0.0016655661095444536
2010-06-10,0.02907984566617691,0.009712600726572622
2010-06-11,0.00437011574261751,0.0004117173657361627
2010-06-14,-0.0018062939317567235,0.008552695671447504
2010-06-15,0.02322245059850045,0.008232084215862603
2010-06-16,-0.0005560893540954269,-0.0005788409597696201
2010-06-17,0.001282185812389404,0.005679618852154692
2010-06-18,0.0013162641384549061,0.0008794776975884809
2010-06-21,-0.003864297943398893,-0.006226657623136823
2010-06-22,-0.01620122508698942,-0.0033320921830014517
2010-06-23,-0.00298993926106872,0.0035784942161648527
2010-06-24,-0.016946283204951274,0.001491632255975468
2010-06-25,0.002855281931545411,0.0028788196091727477
2010-06-28,-0.0020360096106544403,-0.007789398795184143
2010-06-29,-0.03150823034220891,-0.007412309622866143
2010-06-30,-0.01016445397333528,0.003577106199264056
2010-07-01,-0.0032457133092441124,0.022434959929625495
2010-07-02,-0.004673271754301508,0.0050658469285492815
2010-07-06,0.005344725887457727,0.00420759483740142
2010-07-07,0.030850023008263838,0.0007197730453446378
2010-07-08,0.00936865495165787,0.004812213760013983
2010-07-09,0.007178063766629461,-0.003952752093030131
2010-07-12,0.0007326336059528174,-0.004277160303314083
2010-07-13,0.015261822735573064,0.01033933500313667
2010-07-14,-0.00015514366479341991,0.001540369062299982
2010-07-15,0.0011953885564136067,0.014656530180525616
2010-07-16,-0.02924290970075012,0.0002586043942033506
2010-07-19,0.005964069587908596,0.0005821452256834415
2010-07-20,0.011351874168992774,-0.0035907910792182833
2010-07-21,-0.012902699582286207,-0.009750962757509874
2010-07-22,0.022263687822425646,0.010524922553194389
2010-07-23,0.00818642018434479,0.0007744690481291679
2010-07-26,0.01113790871672976,0.006633442012646263
2010-07-27,-0.0010499083075197902,-0.0006237988062238497
2010-07-28,-0.006946032638280118,0.0001039629092840535
2010-07-29,-0.004167292220516642,0.006582753168812028
2010-07-30,6.349719619899018e-05,-0.0029904301752239084
2010-08-02,0.021783528781166763,0.010446432862118028
2010-08-03,-0.004807894641330393,0.003722536109771636
2010-08-04,0.006032878060028029,0.0
2010-08-05,-0.0012693298432147424,-0.0050786815117948685
2010-08-06,-0.0037109155663972966,0.0017646474237553932
2010-08-09,0.005468087107405527,0.007887125187317354
2010-08-10,-0.005985281603927613,-0.004202688781353308
2010-08-11,-0.028583405997961563,-0.003407553186880817
2010-08-12,-0.005393266400071399,-0.02619518817946638
2010-08-13,-0.004031690712189038,-0.001103967401704031
2010-08-16,0.00012045128871151444,-0.004608142791233524
2010-08-17,0.012118489601347648,0.0032105568602749032
2010-08-18,0.0014816804859392602,0.005292525997281642
2010-08-19,-0.01708043585689712,-0.001827205331509851
2010-08-20,-0.003669753922919338,-0.0037726963300603726
2010-08-23,-0.0040484907945532,-0.007680836874902004
2010-08-24,-0.014618768361991257,-0.0059180871120244295
2010-08-25,0.003283944691638116,-0.0001642736980887827
2010-08-26,-0.007714466580892417,0.002453840014940038
2010-08-27,0.016450710403283032,0.0033488892934487834
2010-08-30,-0.014828611113085734,0.0037299821012289247
2010-08-31,0.00039071808849260096,-0.006926953201297012
2010-09-01,0.029077736386750194,0.0016860217365177637
2010-09-02,0.00903985298673457,0.009074472093895964
2010-09-03,0.013132393793160998,0.0017940314883815697
2010-09-07,-0.011537491412768315,0.003301673441151887
2010-09-08,0.0064180594909031665,-0.014905775134682301
2010-09-09,0.0048206520589967215,0.004256166238409801
2010-09-10,0.004851545040690317,-0.003063653161283119
2010-09-13,0.01106912660314444,0.0018803207976895843
2010-09-14,-0.0007133739296067345,0.012116094124892242
2010-09-15,0.003534883802268771,0.009259067637498604
2010-09-16,-0.0003644100558466401,0.0017944556937577775
2010-09-17,0.0008265141149324639,0.004670317385591432
2010-09-20,0.015095287889557545,-0.0024552993407984166
2010-09-21,-0.0025673131207138568,0.0017624675229667383
2010-09-22,-0.004837172794451643,0.014438189232468136
2010-09-23,-0.008366240177841381,0.010059428719971893
2010-09-24,0.020972915547808245,-0.005382034059724284
2010-09-27,-0.005683553181933576,0.011938324449518322
2010-09-28,0.004838660735848585,-0.0029744172808687758
2010-09-29,-0.002591112883144724,0.009763951553616946
2010-09-30,-0.00308848670645526,0.0042021163021390764
2010-10-01,0.004406714359894576,-0.000435887455197779
2010-10-04,-0.008067386519721716,0.011301804002874567
2010-10-05,0.02064672250716406,-0.007494084714141646
2010-10-06,-0.0006722304595956211,0.011621940993247981
2010-10-07,-0.0016478755817934904,0.0062030022828410275
2010-10-08,0.006103613171284074,0.0005707906624240265
2010-10-11,0.00014582627318711122,0.003557968270295541
2010-10-12,0.0038114836641496563,-0.006992247269975627
2010-10-13,0.007095785561559261,0.0026407171180504964
2010-10-14,-0.003648032184403023,0.0036109743582841878
2010-10-15,0.002025432873275127,0.00747240431001589
2010-10-18,0.007217634690706231,-0.007681872905857012
2010-10-19,-0.016004644029054833,-0.002036708965121064
2010-10-20,0.010469082613678416,-0.014224451459383641
2010-10-21,0.0017723369527991779,0.016177411923509133
2010-10-22,0.0023864087842906394,-0.0033177572614473817
2010-10-25,0.00214467014688162,0.0019503246474671958
2010-10-26,1.6885142218022246e-05,0.0003486567540382671
2010-10-27,-0.0026942096392165637,-0.0068118389124068365
2010-10-28,0.0011242172367564925,-0.005512598943926412
2010-10-29,-0.00043938381356833266,0.0
2010-11-01,0.0009460857172530168,0.014195311128468011
2010-11-02,0.007729336064693736,-0.004601149220226048
2010-11-03,0.003671306443685746,0.008956863160489622
2010-11-04,0.019099304409664532,0.006477529785477337
2010-11-05,0.003915079053611362,0.007102992808711045
2010-11-08,-0.0021232098228606586,-0.010755222451550838
2010-11-09,-0.008084894540661062,-0.014754701630107541
2010-11-10,0.004366533579725262,-0.0070623717178888
2010-11-11,-0.004251149890857143,0.00026172033842768085
2010-11-12,-0.011878766244753407,-0.011287233725628645
2010-11-15,-0.0012181773094550822,0.0052853524569610255
2010-11-16,-0.016338157414688127,-0.008684748826313858
2010-11-17,0.0002121403759877297,-0.006224990968142396
2010-11-18,0.015240583543647691,0.004692205558127927
2010-11-19,0.0025371519119104955,0.0075919229732363085
2010-11-22,-0.001576608885061296,0.006357057443670333
2010-11-23,-0.014387031590549965,-0.010418692601628437
2010-11-24,0.01481271551861717,-0.015976469224680656
2010-11-26,-0.007496591424233891,-0.0034876878952655884
2010-11-29,-0.001379810265237083,-0.007654296583068306
2010-11-30,-0.006088715610163862,-0.010181003400475444
2010-12-01,0.021386622263129783,-0.008572467909573613
2010-12-02,0.012737100160620848,0.010172388768412144
2010-12-03,0.0025998540163515035,0.006914477075129106
2010-12-06,-0.0012990821033003648,0.01501982086632797
2010-12-07,0.0005149475844580072,-0.009666231231329044
2010-12-08,0.0036949257526148233,-0.003183907449486137
2010-12-09,0.0038353835670092563,0.00046369032544568266
2010-12-10,0.005983703744360294,-0.0006622619605450978
2010-12-13,4.8319150458452794e-05,-0.003397481941385476
2010-12-14,0.0009105416846800492,0.014917942056763405
2010-12-15,-0.0051356170153353965,-0.002581966069253917
