Date,Gaussian_VaR_99,Gaussian_ES_99,Gaussian_Weight_SPX,Gaussian_Weight_EURUSD,Gaussian_Vol_SPX,Gaussian_Vol_EURUSD,StudentT_VaR_99,StudentT_ES_99,StudentT_Weight_SPX,StudentT_Weight_EURUSD,StudentT_Vol_SPX,StudentT_Vol_EURUSD,Gumbel_VaR_99,Gumbel_ES_99,Gumbel_Weight_SPX,Gumbel_Weight_EURUSD,Gumbel_Vol_SPX,Gumbel_Vol_EURUSD,Clayton_VaR_99,Clayton_ES_99,Clayton_Weight_SPX,Clayton_Weight_EURUSD,Clayton_Vol_SPX,Clayton_Vol_EURUSD
2020-01-16,-0.008053003850983518,-0.01006312169383916,0.3893408563628992,0.6106579305745138,0.5034018336662247,0.32095694037718875,-0.008653719934920041,-0.011718234196889266,0.3893408563628992,0.6106579305745138,0.5034018336662247,0.32095694037718875,-0.03507597746323908,-0.03507597746323909,0.3893408563628992,0.6106579305745138,0.5034018336662247,0.32095694037718875,-0.008823294454141404,-0.01088895119563828,0.3893408563628992,0.6106579305745138,0.5034018336662247,0.32095694037718875
2020-01-17,-0.008394479414911674,-0.010614434767947736,0.39628235393860506,0.6037164088468423,0.487964199575616,0.3203020471398999,-0.008723137973124568,-0.011004689078564564,0.39628235393860506,0.6037164088468423,0.487964199575616,0.3203020471398999,-0.034570556696494364,-0.034570556696494364,0.39628235393860506,0.6037164088468423,0.487964199575616,0.3203020471398999,-0.008838650393720754,-0.010744388884534904,0.39628235393860506,0.6037164088468423,0.487964199575616,0.3203020471398999
2020-01-21,-0.008501989722217952,-0.010276183271377783,0.4004558164974494,0.5995429177853641,0.47367842057367304,0.31638648884175524,-0.008200620211762277,-0.011007732382327622,0.4004558164974494,0.5995429177853641,0.47367842057367304,0.31638648884175524,-0.0339121289906342,-0.03391212899063421,0.4004558164974494,0.5995429177853641,0.47367842057367304,0.31638648884175524,-0.008238817396081328,-0.010442103572555561,0.4004558164974494,0.5995429177853641,0.47367842057367304,0.31638648884175524
2020-01-22,-0.008198095922778462,-0.010119102470797357,0.3982858049162835,0.601712967141542,0.49001734744534314,0.32435224817799413,-0.008676826260283101,-0.01141822502382002,0.3982858049162835,0.601712967141542,0.49001734744534314,0.32435224817799413,-0.03485511856195227,-0.034855118561952274,0.3982858049162835,0.601712967141542,0.49001734744534314,0.32435224817799413,-0.008763591951472232,-0.010918307861333137,0.3982858049162835,0.601712967141542,0.49001734744534314,0.32435224817799413
2020-01-23,-0.008413080830026903,-0.010376716067331773,0.40157550246545104,0.5984232388231546,0.4754252972876561,0.3190369963214232,-0.00852537754078644,-0.010636587639916335,0.40157550246545104,0.5984232388231546,0.4754252972876561,0.3190369963214232,-0.034125016173123496,-0.034125016173123496,0.40157550246545104,0.5984232388231546,0.4754252972876561,0.3190369963214232,-0.008357083750653598,-0.010715166866962684,0.40157550246545104,0.5984232388231546,0.4754252972876561,0.3190369963214232
2020-01-24,-0.007647363516876099,-0.009607817885948245,0.40419321612405806,0.5958054949170026,0.46223776161542574,0.3135811419586706,-0.008349046588313064,-0.010801094857107727,0.40419321612405806,0.5958054949170026,0.46223776161542574,0.3135811419586706,-0.0334262266655683,-0.033426226665568284,0.40419321612405806,0.5958054949170026,0.46223776161542574,0.3135811419586706,-0.008255599037755329,-0.010284954361204085,0.40419321612405806,0.5958054949170026,0.46223776161542574,0.3135811419586706
2020-01-27,-0.009044457618314497,-0.011035053098840673,0.32396812912634154,0.6760308617940415,0.6699479905984579,0.32105309001744636,-0.009399103819875715,-0.012604064000384472,0.32396812912634154,0.6760308617940415,0.6699479905984579,0.32105309001744636,-0.038779573510504074,-0.038779573510504074,0.32396812912634154,0.6760308617940415,0.6699479905984579,0.32105309001744636,-0.009626343459629759,-0.012064675600136996,0.32396812912634154,0.6760308617940415,0.6699479905984579,0.32105309001744636
2020-01-28,-0.011072047544502231,-0.014104184473316359,0.23407999052043102,0.7659192857914229,1.0583554392865162,0.3234542278687306,-0.010947383181795944,-0.013988900691656704,0.23407999052043102,0.7659192857914229,1.0583554392865162,0.3234542278687306,-0.04428324962490865,-0.044283249624908635,0.23407999052043102,0.7659192857914229,1.0583554392865162,0.3234542278687306,-0.01140116865896094,-0.01469567905947304,0.23407999052043102,0.7659192857914229,1.0583554392865162,0.3234542278687306
2020-01-29,-0.00987345843500157,-0.012702964775858576,0.2420800316882079,0.7579192019879945,0.9890325788281287,0.315897838971991,-0.01052126407966341,-0.013227145864789482,0.2420800316882079,0.7579192019879945,0.9890325788281287,0.315897838971991,-0.042787730598186524,-0.042787730598186524,0.2420800316882079,0.7579192019879945,0.9890325788281287,0.315897838971991,-0.01089536452396296,-0.01382055171672813,0.2420800316882079,0.7579192019879945,0.9890325788281287,0.315897838971991
2020-01-30,-0.009880187426298044,-0.012175156267376587,0.24891992453622364,0.7510792657553017,0.9275922004115469,0.3074191913614306,-0.009781377212147165,-0.01276866769475863,0.24891992453622364,0.7510792657553017,0.9275922004115469,0.3074191913614306,-0.04129279983285555,-0.04129279983285556,0.24891992453622364,0.7510792657553017,0.9275922004115469,0.3074191913614306,-0.010006586094161007,-0.012956488438162179,0.24891992453622364,0.7510792657553017,0.9275922004115469,0.3074191913614306
2020-01-31,-0.009848119583682518,-0.012300369453996924,0.2568598826126335,0.7431392623549703,0.869135795994556,0.3004095326980086,-0.009795282358923385,-0.012639148677562141,0.2568598826126335,0.7431392623549703,0.869135795994556,0.3004095326980086,-0.039950122670572026,-0.03995012267057203,0.2568598826126335,0.7431392623549703,0.869135795994556,0.3004095326980086,-0.010135254056514146,-0.012426201078946146,0.2568598826126335,0.7431392623549703,0.869135795994556,0.3004095326980086
2020-02-03,-0.010610370833355419,-0.013323463439350697,0.1913022309694634,0.8086971231146536,1.2520161591917658,0.29617204960582805,-0.01013550899534471,-0.0133641916124948,0.1913022309694634,0.8086971231146536,1.2520161591917658,0.29617204960582805,-0.042867366156755446,-0.042867366156755446,0.1913022309694634,0.8086971231146536,1.2520161591917658,0.29617204960582805,-0.011048453172319717,-0.013653822398768176,0.1913022309694634,0.8086971231146536,1.2520161591917658,0.29617204960582805
2020-02-04,-0.010877485410087932,-0.013440657113924899,0.2115795028063672,0.788419820631679,1.1653327773432216,0.31272746217452835,-0.010774464542217435,-0.014033850967703336,0.2115795028063672,0.788419820631679,1.1653327773432216,0.31272746217452835,-0.0441246784077422,-0.04412467840774221,0.2115795028063672,0.788419820631679,1.1653327773432216,0.31272746217452835,-0.011147865099663512,-0.01402910835306094,0.2115795028063672,0.788419820631679,1.1653327773432216,0.31272746217452835
2020-02-05,-0.010145223779664137,-0.01276948764740094,0.22413246261374464,0.7758668239278771,1.0874731415005037,0.31414931752961567,-0.010917741551318727,-0.014374834886645158,0.22413246261374464,0.7758668239278771,1.0874731415005037,0.31414931752961567,-0.04357239031484264,-0.04357239031484263,0.22413246261374464,0.7758668239278771,1.0874731415005037,0.31414931752961567,-0.010825658536435944,-0.013013470839524815,0.22413246261374464,0.7758668239278771,1.0874731415005037,0.31414931752961567
2020-02-06,-0.010273018427704289,-0.012990180305693993,0.23440093765621373,0.7655983083745832,1.0154238463732779,0.31088927327138444,-0.010746385661881493,-0.01402247964567157,0.23440093765621373,0.7655983083745832,1.0154238463732779,0.31088927327138444,-0.04251862641687179,-0.04251862641687179,0.23440093765621373,0.7655983083745832,1.0154238463732779,0.31088927327138444,-0.010668609987988352,-0.013196988569651314,0.23440093765621373,0.7655983083745832,1.0154238463732779,0.31088927327138444
2020-02-07,-0.010100600430408405,-0.01289599592764281,0.2521449764128377,0.7478542357666131,0.9492697752814333,0.32005382018382134,-0.010540419701800953,-0.013571760967192118,0.2521449764128377,0.7478542357666131,0.9492697752814333,0.32005382018382134,-0.042745347987332226,-0.04274534798733221,0.2521449764128377,0.7478542357666131,0.9492697752814333,0.32005382018382134,-0.010851137388191795,-0.013505821496445717,0.2521449764128377,0.7478542357666131,0.9492697752814333,0.32005382018382134
2020-02-10,-0.00999999155075833,-0.012470682603961412,0.2526424387900708,0.7473567670186514,0.9410286764822366,0.31811283484629443,-0.010446739226566443,-0.01401006458173433,0.2526424387900708,0.7473567670186514,0.9410286764822366,0.31811283484629443,-0.04244531359394725,-0.042445313593947244,0.2526424387900708,0.7473567670186514,0.9410286764822366,0.31811283484629443,-0.010486752217501696,-0.01322718063199883,0.2526424387900708,0.7473567670186514,0.9410286764822366,0.31811283484629443
2020-02-11,-0.01054527382234837,-0.012715239592881976,0.2676043801515961,0.7323947891071583,0.8816160181450328,0.3221272346230486,-0.010766846942550819,-0.014401998878040636,0.2676043801515961,0.7323947891071583,0.8816160181450328,0.3221272346230486,-0.04208671331197226,-0.04208671331197226,0.2676043801515961,0.7323947891071583,0.8816160181450328,0.3221272346230486,-0.010158558818751544,-0.012763665777444819,0.2676043801515961,0.7323947891071583,0.8816160181450328,0.3221272346230486
2020-02-12,-0.009999123841631567,-0.012571973917802112,0.2832313778943534,0.7167677559587697,0.8275360392735545,0.32700155763447447,-0.01087737396628348,-0.013746753091988216,0.2832313778943534,0.7167677559587697,0.8275360392735545,0.32700155763447447,-0.04181205104145444,-0.041812051041454454,0.2832313778943534,0.7167677559587697,0.8275360392735545,0.32700155763447447,-0.010360397302573723,-0.012983021046211199,0.2832313778943534,0.7167677559587697,0.8275360392735545,0.32700155763447447
2020-02-13,-0.009418128509305644,-0.012084447610679581,0.29101020837370367,0.7089888807919759,0.7783949997526229,0.3194985100782183,-0.009520811343681854,-0.012151840209340833,0.29101020837370367,0.7089888807919759,0.7783949997526229,0.3194985100782183,-0.04041224717827677,-0.04041224717827677,0.29101020837370367,0.7089888807919759,0.7783949997526229,0.3194985100782183,-0.009996756679540864,-0.012254571116062063,0.29101020837370367,0.7089888807919759,0.7783949997526229,0.3194985100782183
2020-02-14,-0.009602604607636149,-0.012231482564599237,0.3062357481652007,0.6937633175561173,0.7425657150466319,0.3277777327722989,-0.010467737004066318,-0.013716285623042036,0.3062357481652007,0.6937633175561173,0.7425657150466319,0.3277777327722989,-0.04055894617259834,-0.040558946172598344,0.3062357481652007,0.6937633175561173,0.7425657150466319,0.3277777327722989,-0.010603289963382117,-0.013040481042905248,0.3062357481652007,0.6937633175561173,0.7425657150466319,0.3277777327722989
2020-02-18,-0.009691981865310432,-0.01200520322567743,0.32000065889901036,0.6799983714132147,0.7012549699025731,0.3300038086248101,-0.010080786235845088,-0.012711487413000308,0.32000065889901036,0.6799983714132147,0.7012549699025731,0.3300038086248101,-0.040031505444333274,-0.04003150544433327,0.32000065889901036,0.6799983714132147,0.7012549699025731,0.3300038086248101,-0.010146787156593671,-0.012979295701036809,0.32000065889901036,0.6799983714132147,0.7012549699025731,0.3300038086248101
2020-02-19,-0.009277668990496766,-0.011479702992369587,0.3189730926865682,0.6810259175050042,0.6880381076840826,0.3222574023294689,-0.009447073302893695,-0.012521777054698006,0.3189730926865682,0.6810259175050042,0.6880381076840826,0.3222574023294689,-0.03916353949775388,-0.03916353949775387,0.3189730926865682,0.6810259175050042,0.6880381076840826,0.3222574023294689,-0.010288515451773587,-0.012576067548361644,0.3189730926865682,0.6810259175050042,0.6880381076840826,0.3222574023294689
2020-02-20,-0.009549976898819099,-0.011714323499809326,0.3367358315352185,0.6632631512902094,0.6520642272011175,0.33105018624027865,-0.009616052418906628,-0.012283434638721969,0.3367358315352185,0.6632631512902094,0.6520642272011175,0.33105018624027865,-0.03915894882372366,-0.03915894882372366,0.3367358315352185,0.6632631512902094,0.6520642272011175,0.33105018624027865,-0.010172883210864495,-0.01263722454790266,0.3367358315352185,0.6632631512902094,0.6520642272011175,0.33105018624027865
2020-02-21,-0.009495931875307555,-0.011588235206208419,0.33138108530122945,0.6686179014644282,0.6598847606524775,0.32705275715743587,-0.009804676820159989,-0.012326199376637662,0.33138108530122945,0.6686179014644282,0.6598847606524775,0.32705275715743587,-0.038988383843977625,-0.038988383843977625,0.33138108530122945,0.6686179014644282,0.6598847606524775,0.32705275715743587,-0.009470683903000415,-0.012016279249238537,0.33138108530122945,0.6686179014644282,0.6598847606524775,0.32705275715743587
2020-02-24,-0.009728811187496066,-0.011968411509767296,0.2773013369165677,0.7226978125185158,0.8496680248135777,0.3260201914752966,-0.01041855691908025,-0.013141678171223374,0.2773013369165677,0.7226978125185158,0.8496680248135777,0.3260201914752966,-0.04195685936542353,-0.041956859365423524,0.2773013369165677,0.7226978125185158,0.8496680248135777,0.3260201914752966,-0.01055361884601918,-0.013209036167895476,0.2773013369165677,0.7226978125185158,0.8496680248135777,0.3260201914752966
2020-02-25,-0.01200118238274244,-0.014844219391724381,0.14677062491392406,0.8532289405530508,1.9635537260692668,0.33776632944546914,-0.01288850084664132,-0.01689863189770503,0.14677062491392406,0.8532289405530508,1.9635537260692668,0.33776632944546914,-0.05166186466487885,-0.05166186466487886,0.14677062491392406,0.8532289405530508,1.9635537260692668,0.33776632944546914,-0.013130365615701538,-0.016239591256020893,0.14677062491392406,0.8532289405530508,1.9635537260692668,0.33776632944546914
2020-02-26,-0.012558903173253404,-0.015550876668381486,0.119430083767073,0.8805695561132734,2.4452138267529593,0.3316400051876709,-0.012256502304718595,-0.016499025359251712,0.119430083767073,0.8805695561132734,2.4452138267529593,0.3316400051876709,-0.052327472427378674,-0.052327472427378674,0.119430083767073,0.8805695561132734,2.4452138267529593,0.3316400051876709,-0.013070554105110982,-0.0167407301303251,0.119430083767073,0.8805695561132734,2.4452138267529593,0.3316400051876709
2020-02-27,-0.012516232108451847,-0.015651626111928673,0.128678919390108,0.8713206966388145,2.269235231384499,0.33512659408061996,-0.013169066069707136,-0.016445584044651542,0.128678919390108,0.8713206966388145,2.269235231384499,0.33512659408061996,-0.0523221085376771,-0.052322108537677096,0.128678919390108,0.8713206966388145,2.269235231384499,0.33512659408061996,-0.012865496136689223,-0.01597809117256451,0.128678919390108,0.8713206966388145,2.269235231384499,0.33512659408061996
2020-02-28,-0.012023911153201191,-0.015152039903564667,0.09307866579098831,0.9069210491764058,3.1818151004499904,0.3265544499297407,-0.013253978114193836,-0.017295519674336395,0.09307866579098831,0.9069210491764058,3.1818151004499904,0.3265544499297407,-0.05308257301086791,-0.05308257301086794,0.09307866579098831,0.9069210491764058,3.1818151004499904,0.3265544499297407,-0.013383755144131235,-0.01675036445259933,0.09307866579098831,0.9069210491764058,3.1818151004499904,0.3265544499297407
2020-03-02,-0.014463853832153576,-0.01786817368382463,0.10936618809580766,0.8906335121285935,2.9710006946142027,0.3648268523192935,-0.014616531868626756,-0.01888448400885537,0.10936618809580766,0.8906335121285935,2.9710006946142027,0.3648268523192935,-0.05840142904725079,-0.05840142904725077,0.10936618809580766,0.8906335121285935,2.9710006946142027,0.3648268523192935,-0.014996555336231654,-0.018290698920456764,0.10936618809580766,0.8906335121285935,2.9710006946142027,0.3648268523192935
2020-03-03,-0.013786193179061632,-0.017311591962756192,0.1202169174247743,0.8797827627588563,2.750899725414238,0.37589357183689465,-0.015090993519520552,-0.01900863353474188,0.1202169174247743,0.8797827627588563,2.750899725414238,0.37589357183689465,-0.05935857369284079,-0.0593585736928408,0.1202169174247743,0.8797827627588563,2.750899725414238,0.37589357183689465,-0.014786098883195741,-0.019114972664746176,0.1202169174247743,0.8797827627588563,2.750899725414238,0.37589357183689465
2020-03-04,-0.01574121847403968,-0.018566263866738774,0.11986504165340704,0.8801346611936148,2.961890763724395,0.4033782276966436,-0.015881943543401878,-0.02076016287061376,0.11986504165340704,0.8801346611936148,2.961890763724395,0.4033782276966436,-0.06368799947974652,-0.06368799947974654,0.11986504165340704,0.8801346611936148,2.961890763724395,0.4033782276966436,-0.015758497731672823,-0.020281803935302312,0.11986504165340704,0.8801346611936148,2.961890763724395,0.4033782276966436
2020-03-05,-0.01505192568101474,-0.01893298954525978,0.12892077108435854,0.8710789108663408,2.738817249401605,0.40534838720963523,-0.015448237705914547,-0.019815595989940614,0.12892077108435854,0.8710789108663408,2.738817249401605,0.40534838720963523,-0.06326921801529405,-0.06326921801529405,0.12892077108435854,0.8710789108663408,2.738817249401605,0.40534838720963523,-0.015558040582717637,-0.019351729280553585,0.12892077108435854,0.8710789108663408,2.738817249401605,0.40534838720963523
2020-03-06,-0.015135136491146247,-0.01865588920439929,0.11573220257891945,0.8842675147588338,3.1283538040459953,0.4094363641608237,-0.015674445800809577,-0.020589734579676167,0.11573220257891945,0.8842675147588338,3.1283538040459953,0.4094363641608237,-0.06478931891407536,-0.06478931891407534,0.11573220257891945,0.8842675147588338,3.1283538040459953,0.4094363641608237,-0.01609705272040979,-0.019720380238278795,0.11573220257891945,0.8842675147588338,3.1283538040459953,0.4094363641608237
2020-03-09,-0.016717981779316878,-0.02041360878134344,0.12468185031813768,0.8753178611116953,3.0332929781553966,0.43206770691632135,-0.01682929611654769,-0.02193090296954626,0.12468185031813768,0.8753178611116953,3.0332929781553966,0.43206770691632135,-0.06763741869820733,-0.06763741869820734,0.12468185031813768,0.8753178611116953,3.0332929781553966,0.43206770691632135,-0.017302079811880967,-0.02113193433701496,0.12468185031813768,0.8753178611116953,3.0332929781553966,0.43206770691632135
2020-03-10,-0.019455640290165818,-0.02427697354384599,0.08842727876778021,0.9115725404668156,5.042848461313224,0.4891825355378278,-0.019451708924618942,-0.025952559059496144,0.08842727876778021,0.9115725404668156,5.042848461313224,0.4891825355378278,-0.08009751447666244,-0.08009751447666245,0.08842727876778021,0.9115725404668156,5.042848461313224,0.4891825355378278,-0.020109489269509454,-0.025458079543405426,0.08842727876778021,0.9115725404668156,5.042848461313224,0.4891825355378278
2020-03-11,-0.018594033767146093,-0.022995672816054143,0.09301162287240573,0.9069881821692888,4.652216178062521,0.47708469104847817,-0.018199350551205834,-0.024588566938121233,0.09301162287240573,0.9069881821692888,4.652216178062521,0.47708469104847817,-0.07770981752578998,-0.07770981752578997,0.09301162287240573,0.9069881821692888,4.652216178062521,0.47708469104847817,-0.019441084896765496,-0.024001132229745287,0.09301162287240573,0.9069881821692888,4.652216178062521,0.47708469104847817
2020-03-12,-0.019335350844787248,-0.024217345652780112,0.08931248270664226,0.9106873371727903,5.055987498669779,0.49584833082428853,-0.01990639271657123,-0.02456689212429837,0.08931248270664226,0.9106873371727903,5.055987498669779,0.49584833082428853,-0.08096002002212653,-0.08096002002212652,0.08931248270664226,0.9106873371727903,5.055987498669779,0.49584833082428853,-0.020797564790008168,-0.0260228930179194,0.08931248270664226,0.9106873371727903,5.055987498669779,0.49584833082428853
2020-03-13,-0.019628401083564215,-0.025201113845314666,0.0661882218997915,0.9338116462910504,7.084573327757634,0.5021519204064575,-0.02077400248607259,-0.026398664436203742,0.0661882218997915,0.9338116462910504,7.084573327757634,0.5021519204064575,-0.08402878209341838,-0.0840287820934184,0.0661882218997915,0.9338116462910504,7.084573327757634,0.5021519204064575,-0.020793818189657195,-0.02548415918405751,0.0661882218997915,0.9338116462910504,7.084573327757634,0.5021519204064575
2020-03-16,-0.020640160715905534,-0.0265657532427099,0.07345402003602965,0.9265458382026976,6.535958805773876,0.5181529388823938,-0.020183191387263422,-0.026738168791209903,0.07345402003602965,0.9265458382026976,6.535958805773876,0.5181529388823938,-0.08588047186191933,-0.08588047186191931,0.07345402003602965,0.9265458382026976,6.535958805773876,0.5181529388823938,-0.02059118368500523,-0.02576304557513399,0.07345402003602965,0.9265458382026976,6.535958805773876,0.5181529388823938
2020-03-17,-0.02037475626014725,-0.025168452833104617,0.05320050505408682,0.9467993911236907,9.1194290347671,0.5124192463608499,-0.021250109560641967,-0.027832429290986872,0.05320050505408682,0.9467993911236907,9.1194290347671,0.5124192463608499,-0.08677817852666901,-0.08677817852666901,0.05320050505408682,0.9467993911236907,9.1194290347671,0.5124192463608499,-0.02147791222192935,-0.026971366495577246,0.05320050505408682,0.9467993911236907,9.1194290347671,0.5124192463608499
2020-03-18,-0.020615693808897054,-0.024959291130471392,0.05602692323466372,0.9439729642448815,8.38934543917929,0.4979265622145946,-0.020130686824931666,-0.0265157299359554,0.05602692323466372,0.9439729642448815,8.38934543917929,0.4979265622145946,-0.08409674330728084,-0.08409674330728084,0.05602692323466372,0.9439729642448815,8.38934543917929,0.4979265622145946,-0.02128152947752602,-0.026828109441632247,0.05602692323466372,0.9439729642448815,8.38934543917929,0.4979265622145946
2020-03-19,-0.02288195889073612,-0.02853239035771606,0.06236265051050427,0.9376372356234168,8.234561545872813,0.5476841834796252,-0.022973350605504688,-0.03019963371561591,0.06236265051050427,0.9376372356234168,8.234561545872813,0.5476841834796252,-0.09193962088874487,-0.09193962088874487,0.06236265051050427,0.9376372356234168,8.234561545872813,0.5476841834796252,-0.02285744372460295,-0.027474468674479165,0.06236265051050427,0.9376372356234168,8.234561545872813,0.5476841834796252
2020-03-20,-0.022529502360543067,-0.02887396460370974,0.06791352976909427,0.9320863471841909,7.575060807016995,0.5519328967473729,-0.021421677099593375,-0.028024777151276995,0.06791352976909427,0.9320863471841909,7.575060807016995,0.5519328967473729,-0.09210231856057097,-0.09210231856057095,0.06791352976909427,0.9320863471841909,7.575060807016995,0.5519328967473729,-0.023381436874350042,-0.03033271396273269,0.06791352976909427,0.9320863471841909,7.575060807016995,0.5519328967473729
2020-03-23,-0.026986326760524308,-0.032707017600922074,0.08505643332411879,0.9149434425314471,7.369991638556061,0.6851409314107532,-0.026176878938298682,-0.03399700162142362,0.08505643332411879,0.9149434425314471,7.369991638556061,0.6851409314107532,-0.11304854997258235,-0.11304854997258239,0.08505643332411879,0.9149434425314471,7.369991638556061,0.6851409314107532,-0.027722766184606208,-0.03490555183960987,0.08505643332411879,0.9149434425314471,7.369991638556061,0.6851409314107532
2020-03-24,-0.026378451589766212,-0.033661931493380266,0.08833127855281925,0.9116685906928906,6.97237995325762,0.6755516665976264,-0.027331398043339894,-0.03531908707705635,0.08833127855281925,0.9116685906928906,6.97237995325762,0.6755516665976264,-0.11109255695472917,-0.11109255695472917,0.08833127855281925,0.9116685906928906,6.97237995325762,0.6755516665976264,-0.028309554806750223,-0.03657127043400119,0.08833127855281925,0.9116685906928906,6.97237995325762,0.6755516665976264
2020-03-25,-0.025638367912378324,-0.03210260279350928,0.09610838426652286,0.9038914750297637,6.424076897848854,0.6830550659146548,-0.026361601903149946,-0.03405946859318179,0.09610838426652286,0.9038914750297637,6.424076897848854,0.6830550659146548,-0.11120067731826824,-0.11120067731826824,0.09610838426652286,0.9038914750297637,6.424076897848854,0.6830550659146548,-0.0295721830338447,-0.036764177449180424,0.09610838426652286,0.9038914750297637,6.424076897848854,0.6830550659146548
