Date,"('S&P 500', '^GSPC')","('EUR/USD', 'EURUSD=X')","('S&P 500', '^GSPC')_u_empirical","('S&P 500', '^GSPC')_u_t","('EUR/USD', 'EURUSD=X')_u_empirical","('EUR/USD', 'EURUSD=X')_u_t"
2010-03-08,-0.0008854953041150326,-0.000805679134738099,0.44462855564761117,0.4583670660762989,0.42225904446285556,0.4270923749589819
2010-03-09,0.0010013881520336086,-0.0006551513513450431,0.568075117370892,0.5710348023061331,0.43385805026235846,0.43992851471727806
2010-03-10,0.003804471032274454,0.0027505000958515245,0.7039491853079259,0.7169274125333,0.7224523612261806,0.719022429818343
2010-03-11,0.0033234904415674737,0.003154269897413831,0.6835128417564209,0.6949592130239985,0.7506213753106876,0.746253456112743
2010-03-12,-0.0009272534420311932,0.006243559322122125,0.44020988677161005,0.45588188167079846,0.8942281137807235,0.8933030020748247
2010-03-15,-0.0002577912485025984,-0.006658431332609185,0.4888152444076222,0.4959913208830462,0.09748688207677438,0.09211130905537343
2010-03-16,0.007039131111221463,0.006735604581661558,0.8149682408174538,0.8289941082002015,0.9124551228942281,0.9078170471705671
2010-03-17,0.005094911460625142,-0.002134495189640701,0.7561447114056891,0.7688357853982689,0.31510632421982876,0.31986767577130937
2010-03-18,-0.0010357829986275902,-0.009014537906047839,0.4344103838718586,0.4494384945263197,0.04722452361226181,0.04556622496148461
2010-03-19,-0.005809310323551202,-0.005594658977220936,0.21430544048605357,0.21942729263998328,0.1336647334990334,0.12615354024229103
2010-03-22,0.004372475227241569,0.0023023933522300487,0.7285280309306821,0.7410326911192532,0.687931510632422,0.6867251506323975
2010-03-23,0.006435493912861676,-0.007246598754751177,0.7967412317039492,0.8124367430386156,0.08036454018227009,0.0772638895186599
2010-03-24,-0.006218331759226804,-0.010143749052478411,0.20546810273405136,0.20583702032218185,0.0347970173985087,0.032691513805713966
2010-03-25,-0.002415504955267175,-0.0017181401553516419,0.34548467274233635,0.3706596439064005,0.3504556752278376,0.3520035693948488
2010-03-26,2.7566744049917083e-05,0.007787688244749814,0.5070422535211268,0.5131558815024881,0.9339961336647336,0.9327058456277402
2010-03-29,0.00495726244085956,0.005363984134985501,0.7489643744821872,0.7637807717417755,0.863849765258216,0.8619152648308956
2010-03-30,-0.0006672254090081074,-0.00415775347583799,0.46064623032311514,0.47140293362545366,0.18945042805854737,0.19002642261755892
2010-03-31,-0.003988126189971246,0.006314683386615047,0.27147196906931786,0.2919746764828683,0.8972659486329743,0.8955274934581525
2010-04-01,0.006676570133585805,0.005687900716168871,0.8061309030654515,0.8192623788081228,0.8748964374482188,0.8743420298667013
2010-04-05,0.007186845571149388,-0.006931951216825182,0.8182822424744546,0.8327821177681294,0.08671637669152168,0.08488936603235724
2010-04-06,0.0009729950034105309,-0.006400813395195191,0.5658657829328915,0.5693760479105678,0.10328638497652583,0.09945268048597898
2010-04-07,-0.006603926839200515,-0.0039193425692721625,0.19386909693454846,0.19386603403280253,0.20187793427230047,0.2028669667738136
2010-04-08,0.0026587775589164316,0.0010280381292480122,0.6531344932339133,0.6623145992513602,0.5849212924606463,0.5849735619656509
2010-04-09,0.005951784424893174,0.010488825919413367,0.7832090582711958,0.7978413855869154,0.9707263186964927,0.9697323008979946
2010-04-12,0.0010551669852016134,0.007097866526722541,0.5724937862468932,0.57417011108544,0.92018779342723,0.9172685623501623
2010-04-13,-2.471783210165467e-05,0.0010048261480525196,0.5017950842308755,0.5100125794926288,0.5818834576083954,0.5830159285092416
2010-04-14,0.01037847922797012,0.003556139858665769,0.8906379453189727,0.8942144510483007,0.7732670533001933,0.7715000619730337
2010-04-15,0.0001323001192383242,-0.005937944047930572,0.5144987572493787,0.5194473634451943,0.1204087268710301,0.11405825656502319
2010-04-16,-0.016967866290485578,-0.005091926028738655,0.053852526926263466,0.050727537327900994,0.15051090858878763,0.14596947886152933
2010-04-19,0.003801256867591302,-0.001161795122485921,0.7036730185031759,0.7167853299571817,0.39132836233084783,0.39715426569986284
2010-04-20,0.007316161865132883,-0.0037968306335006393,0.8213200773267053,0.8360170378849718,0.207953603976802,0.20972473122063304
2010-04-21,-0.0017294003076404668,-0.0032866866756303408,0.3907760287213477,0.4089737220333086,0.23860811930405965,0.24018109627073903
2010-04-22,0.0015514367711517002,-0.00891768870858125,0.6001104667219,0.6026452940405702,0.048605357636012154,0.046894911194923776
2010-04-23,0.0063883838112797535,0.00863568442691415,0.795912731289699,0.8110687483635682,0.9458713062689865,0.9477751549734943
2010-04-26,-0.005015588227031604,0.0013655605499513755,0.23446561723280862,0.2485659846492156,0.616128141397404,0.6130976204072246
2010-04-27,-0.024369524050640138,-0.017270712068248727,0.024578845622756144,0.02613838157121476,0.00579950289975145,0.0049580991516122745
2010-04-28,0.005732074506242402,0.003272258755958637,0.7768572217619442,0.7907984254516884,0.7566970450151892,0.7538606965331094
2010-04-29,0.012150296409351077,0.0038659257959925185,0.9174261253797293,0.915971883946878,0.7928748964374482,0.7896687216749806
2010-04-30,-0.01749769401180479,0.002722676749775044,0.04915769124551229,0.04805373914909323,0.7180336923501796,0.7170791432187256
2010-05-03,0.012325373581323643,-0.007326177369258082,0.9207401270367301,0.9177851576902559,0.07787903893951947,0.07544479534164716
2010-05-04,-0.024837083829356708,-0.017959185354209928,0.02292184479425573,0.02521156275609827,0.004694835680751174,0.0042222049290830035
2010-05-05,-0.007318225672718594,-0.011481646981252976,0.1756420878210439,0.17371317332908814,0.02568351284175642,0.022269447994351342
2010-05-06,-0.03359832451590216,-0.014221415670789855,0.009665838166252416,0.01403402422860975,0.01132283899475283,0.010573634964703246
2010-05-07,-0.016136530052845988,0.009778393908189837,0.06075669704501519,0.055361936186979356,0.9616128141397404,0.9627644697081823
2010-05-10,0.04232482027367695,0.0018929077405348013,0.9966859983429992,0.991286410631195,0.659762496547915,0.6554644385513614
2010-05-11,-0.0041129597904047245,-0.011671553166650417,0.2673294669980668,0.2863527137484875,0.024026512013256007,0.021109303560909242
2010-05-12,0.012936108529885986,0.0007999804319512375,0.9287489643744822,0.9237114997844941,0.5642087821043911,0.5656296168776649
2010-05-13,-0.012929383761163607,-0.007700637564073451,0.08754487710577188,0.07999386309719783,0.06821320077326705,0.06744082268277482
2010-05-14,-0.0196888652598883,-0.014461830217682716,0.03866335266500966,0.03887763645302088,0.011046672190002762,0.009933253996687378
2010-05-17,0.00039886974906994067,0.0027407975150872173,0.5294117647058824,0.5354127172913437,0.7207953603976802,0.7183457243901563
2010-05-18,-0.015007515656936216,-0.01734065815608578,0.07042253521126761,0.06265718604363368,0.005523336095001381,0.004877000068083288
2010-05-19,-0.005853352731954084,0.01753755376835949,0.21347694007180337,0.2179185537512578,0.9955813311239989,0.9952554205811608
2010-05-20,-0.04046567970970476,0.006957063964356991,0.004971002485501243,0.009704945795833874,0.9157691245512289,0.9137126150794196
2010-05-21,0.014202748713765841,0.007117757823884017,0.9450428058547362,0.9342694873569267,0.9210162938414802,0.9177592210788169
2010-05-24,-0.013701930195626218,-0.01734862525424199,0.08008837337752002,0.07286091116998837,0.005247169290251312,0.004867859063929333
2010-05-25,-0.0003560091072859353,-0.0002412142324368899,0.4835680751173709,0.4900836276581495,0.4725214029273681,0.47560307148409514
2010-05-26,-0.006386962565590165,-0.014030315849238303,0.20132560066280034,0.20050366086003982,0.012703673018503175,0.011115751542976613
2010-05-27,0.03163742789673856,0.014350643992540426,0.9939243302954984,0.9845738922752111,0.9886771610052472,0.9895617685647599
2010-05-28,-0.013161776217344299,-0.005927859945069501,0.08450704225352113,0.07775192282394905,0.12096106048053024,0.1143977490093203
2010-06-01,-0.018024237196537268,-0.003265390493291268,0.04611985639326153,0.045589134525949856,0.23971278652305994,0.24151892403386838
2010-06-02,0.024804544236404175,0.0005693463641556413,0.9875724937862469,0.9754510294631327,0.5423916045291356,0.5458557378938589
2010-06-03,0.003333308111503947,-0.005619489231180007,0.6843413421706711,0.6954217449735391,0.1328362330847832,0.1252407538344021
2010-06-04,-0.0357273259617696,-0.016358994624527997,0.007456503728251864,0.012430830679662129,0.007456503728251864,0.006169062580941594
2010-06-07,-0.014334350037654145,-0.003946323724957886,0.07484120408726871,0.0676536316332189,0.19994476663904998,0.20138037893022062
2010-06-08,0.010206383771580493,0.004189834753400721,0.8864954432477217,0.891721163888878,0.8099972383319525,0.8074576725253915
2010-06-09,-0.0066692806138265075,0.0017454493651980906,0.19221209610604806,0.19191520423577266,0.6456779895056615,0.6438383976519946
2010-06-10,0.028369961794238414,0.009792483982226258,0.9914388290527478,0.9809701129359856,0.9618889809444905,0.9629181473327982
2010-06-11,0.003660231870679014,0.0004916006213897996,0.6978735156034245,0.7104885257782672,0.536039768019884,0.5391530426151877
2010-06-14,-0.0025161778036952194,0.00863257892710114,0.3424468378900856,0.36521700644043525,0.9455951394642363,0.9477267850313413
2010-06-15,0.022512566726561954,0.00831196747151624,0.9828776581054958,0.970593592230373,0.9411764705882353,0.9424768168016586
2010-06-16,-0.001265973226033923,-0.0004989577041159833,0.4181165423916045,0.4358585924844086,0.44739022369511183,0.4533356051043818
2010-06-17,0.0005723019404509078,0.005759502107808329,0.5426677713338857,0.5457455802483522,0.8782104391052196,0.8769484725514828
2010-06-18,0.00060638026651641,0.0009593609532421178,0.5443247721623861,0.5477695076598574,0.5793979563656448,0.579173752464354
2010-06-21,-0.004574181815337389,-0.006146774367483187,0.25048329190831264,0.2664162790078309,0.11295222314277824,0.1072353739462755
2010-06-22,-0.016911108958927914,-0.0032522089273478148,0.0544048605357636,0.05102627981732925,0.24054128693731014,0.24234963931111642
2010-06-23,-0.003699823133007216,0.0036583774718184896,0.2852803093068213,0.3053234728317409,0.7801712234189451,0.7776212266415141
2010-06-24,-0.01765616707688977,0.0015715155116291049,0.04832919083126208,0.04729258904772236,0.6310411488539077,0.6298973174342068
2010-06-25,0.0021453980596069146,0.0029587028648263847,0.628279480806407,0.6354040613203769,0.7357083678541839,0.7332930082474467
2010-06-28,-0.0027458934825929362,-0.007709515539530506,0.32891466445733225,0.35298914978743046,0.06793703396851698,0.06726174352753661
2010-06-29,-0.03221811421414741,-0.0073324263672125065,0.011046672190002762,0.015240355845351616,0.07760287213476941,0.07530375846817759
2010-06-30,-0.010874337845273778,0.0036569894549176927,0.11267605633802817,0.10418166582803598,0.7796188898094449,0.777538947538922
2010-07-01,-0.003955597181182609,0.022514843185279132,0.27340513670256833,0.29345538291707923,0.9988953327809997,0.9983827177757716
2010-07-02,-0.005383155626240004,0.005145730184202918,0.2256282794808064,0.23460712534780975,0.8574979287489644,0.8529354403905457
2010-07-06,0.004634842015519231,0.004287478093055057,0.7392985363159348,0.7514957919617792,0.8149682408174538,0.8125794414098554
2010-07-07,0.030140139136325343,0.0007996563009982746,0.9933719966859983,0.9830585965997682,0.5636564484948909,0.5656019617712814
2010-07-08,0.008658771079719373,0.00489209701566762,0.8539077602872135,0.8655026531917656,0.8461750897542115,0.8418621301225843
2010-07-09,0.006468179894690965,-0.003872868837376494,0.7989505661419497,0.8133792598547598,0.2035349351008009,0.20544760287424763
2010-07-12,2.2749734014321297e-05,-0.004197277047660447,0.5064899199116266,0.5128663459155336,0.18613642640154654,0.18796183392510268
2010-07-13,0.014551938863634567,0.010419218258790306,0.948080640706987,0.9368243522115509,0.9696216514774924,0.9691155528412432
2010-07-14,-0.0008650275367319161,0.001620252317953619,0.44573322286661143,0.4595863114617814,0.6351836509251588,0.6338274587997758
2010-07-15,0.0004855046844751106,0.014736413436179253,0.5363159348246341,0.5405807644006253,0.9900579950289975,0.9905537773209507
2010-07-16,-0.029952793572688614,0.00033848764985698745,0.014084507042253521,0.017575391695367034,0.5241645954156311,0.5259123460798181
2010-07-19,0.0052541857159701,0.0006620284813370783,0.7594587130626899,0.7745454017229466,0.5501242750621376,0.5538236379890489
2010-07-20,0.010641990297054277,-0.0035109078235646463,0.8945042805854736,0.8978886289185354,0.2256282794808064,0.22641764608467194
2010-07-21,-0.013612583454224704,-0.009671079501856238,0.08064070698702017,0.07364040288060714,0.03976801988400994,0.03753777812249787
2010-07-22,0.02155380395048715,0.010604805808848025,0.9809444904722452,0.9681440627462365,0.9723833195249931,0.9707307631574215
2010-07-23,0.007476536312406293,0.0008543523037828047,0.827671913835957,0.8399259505323255,0.5689036177851422,0.5702625777500975
2010-07-26,0.010428024844791264,0.0067133252682999,0.8914664457332229,0.8949183354651528,0.9113504556752279,0.9072028260134442
2010-07-27,-0.0017597921794582864,-0.0005439155505702129,0.38829052747859705,0.4072357478025677,0.4435238884286109,0.4494685370987864
2010-07-28,-0.007655916510218614,0.00018384616493769034,0.16763325048329192,0.16503965682848323,0.5117370892018779,0.5125013553143277
2010-07-29,-0.004877176092455138,0.006662636424465664,0.23833195249930958,0.25403461310748765,0.9099696216514775,0.9057906685131766
2010-07-30,-0.000646386675739506,-0.0029105469195702715,0.4628555647611157,0.47265094023829746,0.2659486329743165,0.26458170803074743
2010-08-02,0.021073644909228268,0.010526316117771665,0.9792874896437448,0.9668059800946801,0.9710024855012428,0.9700589929325936
2010-08-03,-0.005517778513268889,0.003802419365425273,0.2212096106048053,0.22969680579426247,0.7887323943661971,0.7860363051371022
2010-08-04,0.005322994188089533,7.988325565363686e-05,0.7622203811101905,0.7769661834542695,0.5012427506213754,0.5034737186406539
2010-08-05,-0.0019792137151532383,-0.004998798256141232,0.37503452085059374,0.3947930345704048,0.15548191107428888,0.14992868276066526
2010-08-06,-0.004420799438335793,0.0018445306794090302,0.25738746202706436,0.2729001873547864,0.6547914940624137,0.6516705674801337
2010-08-09,0.004758203235467031,0.00796700844297099,0.7420602043634356,0.7562702632573035,0.9375863021264844,0.9362238939668233
2010-08-10,-0.006695165475866109,-0.0041228055256996715,0.19138359569179786,0.19114866406281172,0.19138359569179786,0.1918671336604562
2010-08-11,-0.02929328986990006,-0.00332766993122718,0.01463684065175366,0.018353509347686335,0.2347417840375587,0.2376214193937375
2010-08-12,-0.0061031502720098945,-0.026115304923812744,0.20850593758630212,0.20956939338074787,0.0005523336095001381,0.0008094633853449183
2010-08-13,-0.004741574584127534,-0.001024084146050394,0.24413145539906103,0.25950600073579433,0.40624136978735154,0.40865092787176693
2010-08-16,-0.0005894325832269817,-0.0045282595355798875,0.4653410660038663,0.47606436477723224,0.17149958574979288,0.17137946944889962
2010-08-17,0.011408605729409152,0.00329044011592854,0.9072079536039768,0.9076648181097926,0.7578017122341895,0.7550186027995733
2010-08-18,0.000771796614000764,0.0053724092529352785,0.5528859431096382,0.5575587745765854,0.8646782656724662,0.8622519558520341
2010-08-19,-0.017790319728835616,-0.001747322075856214,0.04777685722176194,0.046661473526370685,0.34935100800883734,0.3497010519548659
2010-08-20,-0.0043796377948578345,-0.0036928130744067356,0.2587682960508147,0.274664984309368,0.21375310687655344,0.21568602358132713
2010-08-23,-0.004758374666491696,-0.0076009536192483676,0.24330295498481083,0.2588220006654354,0.0695940347970174,0.06948471802087478
2010-08-24,-0.015328652233929754,-0.005838203856370793,0.0660038663352665,0.06045241566179221,0.12427506213753108,0.1174575561660412
2010-08-25,0.0025740608196996202,-8.439044243514585e-05,0.6487158243579122,0.657971593864519,0.484120408726871,0.4892066209775765
2010-08-26,-0.008424350452830914,0.002533723270593675,0.15023474178403756,0.14715831956299064,0.704225352112676,0.7036611493363241
2010-08-27,0.015740826531344537,0.0034287725491024203,0.9569179784589892,0.9445587316171234,0.7671913835956918,0.7637024785340534
2010-08-30,-0.01553849498502423,0.0038098653568825617,0.06462303231151616,0.059069522292983644,0.7892847279756974,0.7864646583911353
2010-08-31,-0.0003191657834458952,-0.006847069945643375,0.48577740955537146,0.49229936300693355,0.09113504556752279,0.08706959863256049
2010-09-01,0.0283678525148117,0.0017659049921714006,0.9911626622479978,0.98096740522667,0.6465064899199117,0.6454620672143224
2010-09-02,0.008329969114796073,0.0091543553495496,0.8486605909969621,0.8589286095254693,0.9555371444352388,0.9552376577280715
2010-09-03,0.012422509921222501,0.0018739147440352067,0.9218447942557305,0.9187684690493987,0.6583816625241646,0.6539773593804414
2010-09-07,-0.012247375284706812,0.003381556696805524,0.09610604805302403,0.087099538742424,0.7624965479149406,0.7607635789946916
2010-09-08,0.0057081756189646705,-0.014825891879028665,0.7752002209334438,0.7900162881178189,0.009665838166252416,0.009044777034387233
2010-09-09,0.004110768187058226,0.0043360494940634375,0.7174813587406794,0.7301740876363743,0.8171775752554543,0.8150859655029316
2010-09-10,0.004141661168751821,-0.0029837699056294823,0.7194145263739299,0.7314779078059908,0.2612537972935653,0.2597044281297662
2010-09-13,0.010359242731205942,0.001960204053343221,0.8903617785142226,0.893939501312746,0.663904998619166,0.6607080521202133
2010-09-14,-0.0014232578015452306,0.012195977380545878,0.4087268710301022,0.42665900980727856,0.9828776581054958,0.981356690154516
2010-09-15,0.0028249999303302745,0.00933895089315224,0.6594863297431649,0.6707188652597662,0.9569179784589892,0.9576178067546388
2010-09-16,-0.0010742939277851363,0.0018743389494114144,0.43082021541010773,0.4471579562631287,0.6586578293289147,0.6540106071559373
2010-09-17,0.00011663024299396777,0.004750200641245069,0.5128417564208783,0.5185065598683467,0.84009942004971,0.8353600728123372
2010-09-20,0.014385404017619048,-0.0023754160851447797,0.9461474730737366,0.9356233333714762,0.3007456503728252,0.3020262599326757
2010-09-21,-0.003277196992652353,0.0018423507786203752,0.30488815244407624,0.3257955718330616,0.6542391604529135,0.6514991398874548
2010-09-22,-0.005547056666390139,0.014518072488121772,0.21982877658105496,0.22864306018456723,0.9895056614194974,0.9900060083794293
2010-09-23,-0.009076124049779878,0.01013931197562553,0.13697873515603423,0.13381977442632226,0.9663076498204916,0.9664963019710751
2010-09-24,0.02026303167586975,-0.005302150804070647,0.9768019884009942,0.9643573907578458,0.14277823805578568,0.13736836663124183
2010-09-27,-0.006393437053872072,0.012018207705171959,0.20104943385805027,0.20030195689559382,0.9823253244959956,0.9804108484616951
2010-09-28,0.004128776863910089,-0.002894534025215139,0.7191383595691798,0.7309348509486697,0.26815796741231707,0.265656396328693
2010-09-29,-0.0033009967550832204,0.009843834809270582,0.3037834852250759,0.32461473448354894,0.9627174813587407,0.9634725591153808
2010-09-30,-0.003798370578393756,0.004281999557792713,0.2803093068213201,0.30070361150994485,0.8144159072079536,0.8122950058189888
2010-10-01,0.00369683048795608,-0.0003560041995441421,0.6992543496271748,0.7121344478977436,0.4611985639326153,0.465668102537936
2010-10-04,-0.008777270391660213,0.011381687258528204,0.1444352388842861,0.13974114631789877,0.9784589892294946,0.9765682392925383
2010-10-05,0.019936838635225565,-0.007414201458488009,0.9762496547914941,0.9632988322147739,0.0740127036730185,0.07348207365581343
2010-10-06,-0.0013821143315341173,0.011701824248901618,0.4109362054681027,0.42905864971380114,0.9814968240817453,0.9785947334171992
2010-10-07,-0.0023577594537319865,0.006282885538494664,0.3487986743993372,0.37380373992589633,0.8956089478044739,0.8945384340244613
2010-10-08,0.005393729299345578,0.0006506739180776633,0.764153548743441,0.779426170344562,0.5495719414526374,0.552848926771374
2010-10-11,-0.0005640575987513849,0.003637851525949178,0.46727423363711684,0.4775862553810992,0.7782380557856946,0.7764021721619434
2010-10-12,0.0031015997922111604,-0.0069123640143219905,0.6735708367854184,0.684350844985546,0.08809721071527202,0.08538770580198879
2010-10-13,0.006385901689620765,0.0027206003737041333,0.7956365644849489,0.8109963579632892,0.7174813587406794,0.716933783047125
2010-10-14,-0.004357916056341519,0.0036908576139378247,0.2593206296603148,0.2756005271491035,0.7821043910521955,0.7795401086357645
2010-10-15,0.0013155490013366307,0.007552287565669526,0.5882352941176471,0.5892199762615882,0.9295774647887324,0.927789947161378
2010-10-18,0.006507750818767735,-0.0076019896502033755,0.8003314001657,0.814513083290549,0.06931786799226733,0.06946315938159374
2010-10-19,-0.01671452790099333,-0.0019568257094674272,0.055233360950013806,0.052080289180984056,0.3325048329190831,0.33338783635498115
2010-10-20,0.00975919874173992,-0.014144568203730005,0.8754487710577189,0.8848754677937976,0.011875172604252969,0.010787995509520044
2010-10-21,0.0010624530808606817,0.01625729517916277,0.5730461198563933,0.5745942217242648,0.9933719966859983,0.9935515402354738
2010-10-22,0.0016765249123521433,-0.003237874005793745,0.6086716376691522,0.6096749080628954,0.24192212096106047,0.24325533654800618
2010-10-25,0.001434786274943124,0.0020302079031208325,0.5909969621651477,0.5960328090428242,0.6697045015189175,0.666119705383295
2010-10-26,-0.0006929987297204739,0.00042854000969190395,0.4584368958851146,0.4698601340605064,0.532173432753383,0.5337055534953815
2010-10-27,-0.0034040935111550596,-0.0067319556567532,0.30019331676332506,0.31953767146797374,0.09527754763877382,0.09011351111573762
2010-10-28,0.00041433336481799636,-0.005432715688272776,0.5307925987296327,0.5363360436211011,0.13808340237503453,0.13225616727455658
2010-10-29,-0.0011492676855068289,7.988325565363686e-05,0.4250207125103563,0.44272770556168034,0.5012427506213754,0.5034737186406539
2010-11-01,0.00023620184531452065,0.014275194384121647,0.5214029273681303,0.5256798945746067,0.9884009942004971,0.9893543717337012
2010-11-02,0.00701945219275524,-0.0045212659645724115,0.8144159072079536,0.82848186619467,0.172051919359293,0.17171690197048345
2010-11-03,0.0029614225717472503,0.009036746416143259,0.6658381662524164,0.6774981888275434,0.9536039768019884,0.9536487272188537
2010-11-04,0.018389420537726037,0.006557413041130973,0.9712786523059929,0.9576130559332965,0.9049986191659762,0.9027930778816695
2010-11-05,0.003205195181672866,0.0071828760643646815,0.6779895056614195,0.6893403592497895,0.9229494614747308,0.9193456131324556
2010-11-08,-0.002833093694799155,-0.010675339195897202,0.32366749516708093,0.3484195342218727,0.030930682132007732,0.02802753955463044
2010-11-09,-0.008794778412599558,-0.014674818374453905,0.14415907207953604,0.13938536216695052,0.010494338580502624,0.009402142007500221
2010-11-10,0.0036566497077867664,-0.006982488462235164,0.6975973487986744,0.7103269846859328,0.0856117094725214,0.08361666818056708
2010-11-11,-0.004961033762795639,0.0003416035940813177,0.23695111847555925,0.2507074488252849,0.5249930958298813,0.5261822423505125
2010-11-12,-0.012588650116691904,-0.011207350469975008,0.09196354598177299,0.08344203076024383,0.027892847279756973,0.024069570714867525
2010-11-15,-0.0019280611813935783,0.005365235712614662,0.37890085611709473,0.3976767032139199,0.8644020988677161,0.8619653276097089
2010-11-16,-0.01704804128662662,-0.008604865570660222,0.05274785970726319,0.05030970643796927,0.05302402651201325,0.05146829936637356
